participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;player.id_in_group;player.role;player.t;player.vote;player.bid;player.ask;player.lama;player.payoff;group.id_in_subsession;group.price;group.q;group.policy;subsession.round_number;session.code;session.label;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;10.00;10.00;0.73;90;1;90.00;7;0;13;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;1;100.00;100.00;0.82;110;1;90.00;7;0;13;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;1;90.00;90.00;0.91;100;1;90.00;7;0;13;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;90.00;90.00;0.00;135;1;65.00;6;0;14;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;120.00;120.00;0.09;135;1;65.00;6;0;14;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;0;75.00;75.00;0.18;135;1;65.00;6;0;14;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;40.00;40.00;0.27;65;1;65.00;6;0;14;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;0;0;65.00;65.00;0.36;100;1;65.00;6;0;14;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;20.00;20.00;0.45;65;1;65.00;6;0;14;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;70.00;70.00;0.55;135;1;65.00;6;0;14;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;50.00;50.00;0.64;65;1;65.00;6;0;14;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;5.00;5.00;0.73;65;1;65.00;6;0;14;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;50.00;50.00;0.82;65;1;65.00;6;0;14;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;91.00;91.00;0.91;135;1;65.00;6;0;14;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;80.00;80.00;0.00;120;1;80.00;6;0;15;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;120.00;120.00;0.09;120;1;80.00;6;0;15;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;79.00;79.00;0.18;80;1;80.00;6;0;15;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;40.00;40.00;0.27;80;1;80.00;6;0;15;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;70.00;70.00;0.36;80;1;80.00;6;0;15;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;60.00;60.00;0.45;80;1;80.00;6;0;15;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;0;0;80.00;80.00;0.55;100;1;80.00;6;0;15;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;100.00;100.00;0.64;120;1;80.00;6;0;15;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;70.00;70.00;0.73;80;1;80.00;6;0;15;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;100.00;100.00;0.82;120;1;80.00;6;0;15;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;91.00;91.00;0.91;120;1;80.00;6;0;15;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;90.00;90.00;0.00;110;1;90.00;6;0;16;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;100.00;100.00;0.09;110;1;90.00;6;0;16;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;85.00;85.00;0.18;90;1;90.00;6;0;16;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;75.00;75.00;0.27;90;1;90.00;6;0;16;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;93.00;93.00;0.36;110;1;90.00;6;0;16;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;80.00;80.00;0.45;90;1;90.00;6;0;16;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;101.00;101.00;0.55;110;1;90.00;6;0;16;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;1;90.00;90.00;0.64;100;1;90.00;6;0;16;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;10.00;10.00;0.73;90;1;90.00;6;0;16;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;100.00;100.00;0.82;110;1;90.00;6;0;16;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;85.00;85.00;0.91;90;1;90.00;6;0;16;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;-1;0;70.00;70.00;0.00;90;1;90.00;6;0;17;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;95.00;95.00;0.09;110;1;90.00;6;0;17;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;90.00;90.00;0.18;90;1;90.00;6;0;17;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;75.00;75.00;0.27;90;1;90.00;6;0;17;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;0;0;90.00;90.00;0.36;100;1;90.00;6;0;17;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;1;0;95.00;95.00;0.45;110;1;90.00;6;0;17;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;101.00;101.00;0.55;110;1;90.00;6;0;17;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;150.00;150.00;0.64;110;1;90.00;6;0;17;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;5.00;5.00;0.73;90;1;90.00;6;0;17;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;100.00;100.00;0.82;110;1;90.00;6;0;17;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;90.00;90.00;0.91;90;1;90.00;6;0;17;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;-1;0;80.00;80.00;0.00;95;1;95.00;7;0;18;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;0;0;95.00;95.00;0.09;100;1;95.00;7;0;18;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;0;0;95.00;95.00;0.18;100;1;95.00;7;0;18;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;85.00;85.00;0.27;95;1;95.00;7;0;18;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;0;0;95.00;95.00;0.36;100;1;95.00;7;0;18;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;90.00;90.00;0.45;95;1;95.00;7;0;18;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;101.00;101.00;0.55;105;1;95.00;7;0;18;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;150.00;150.00;0.64;105;1;95.00;7;0;18;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;100.00;100.00;0.73;105;1;95.00;7;0;18;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;90.00;90.00;0.82;95;1;95.00;7;0;18;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;100.00;100.00;0.91;105;1;95.00;7;0;18;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;0;1;100.00;100.00;0.00;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;130.00;130.00;0.09;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;96.00;96.00;0.18;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;94.00;94.00;0.27;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;98.00;98.00;0.36;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;95.00;95.00;0.45;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.55;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;0;100.00;100.00;0.64;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;100.00;100.00;0.73;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;110.00;110.00;0.82;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;1;100.00;100.00;0.91;100;1;100.00;7;0;19;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;0;1;100.00;100.00;0.00;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;120.00;120.00;0.09;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;80.00;80.00;0.18;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;97.00;97.00;0.27;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;100.00;100.00;0.36;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;0;0;100.00;100.00;0.45;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.55;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;0;100.00;100.00;0.64;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;10.00;10.00;0.73;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;110.00;110.00;0.82;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;110.00;110.00;0.91;100;1;100.00;7;0;20;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;100.00;100.00;0.00;120;1;80.00;6;0;21;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;105.00;105.00;0.09;120;1;80.00;6;0;21;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;80.00;80.00;0.18;80;1;80.00;6;0;21;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;70.00;70.00;0.27;80;1;80.00;6;0;21;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;100.00;100.00;0.36;120;1;80.00;6;0;21;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;50.00;50.00;0.45;80;1;80.00;6;0;21;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;0;0;80.00;80.00;0.55;100;1;80.00;6;0;21;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;90.00;90.00;0.64;120;1;80.00;6;0;21;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;10.00;10.00;0.73;80;1;80.00;6;0;21;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;60.00;60.00;0.82;80;1;80.00;6;0;21;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;90.00;90.00;0.91;120;1;80.00;6;0;21;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;-1;0;90.00;90.00;0.00;90;1;90.00;7;0;22;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;100.00;100.00;0.09;110;1;90.00;7;0;22;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;0;0;90.00;90.00;0.18;100;1;90.00;7;0;22;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;90.00;90.00;0.27;90;1;90.00;7;0;22;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;100.00;100.00;0.36;110;1;90.00;7;0;22;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;85.00;85.00;0.45;90;1;90.00;7;0;22;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.55;110;1;90.00;7;0;22;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;0;90.00;90.00;0.64;100;1;90.00;7;0;22;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;0;1;90.00;90.00;0.73;100;1;90.00;7;0;22;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;100.00;100.00;0.82;110;1;90.00;7;0;22;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;90.00;90.00;0.91;90;1;90.00;7;0;22;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;100.00;100.00;0.00;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;0;0;100.00;100.00;0.09;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;95.00;95.00;0.18;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;99.00;99.00;0.27;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;90.00;90.00;0.36;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;80.00;80.00;0.45;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.55;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;200.00;200.00;0.64;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;95.00;95.00;0.73;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;100.00;100.00;0.82;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;100.00;100.00;0.91;100;1;100.00;6;0;23;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;0;150.00;150.00;0.00;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;100.00;100.00;0.09;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;100.00;100.00;0.18;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;0;0;100.00;100.00;0.27;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;100.00;100.00;0.36;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;95.00;95.00;0.45;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.55;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;150.00;150.00;0.64;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;1;150.00;150.00;0.73;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;110.00;110.00;0.82;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;91.00;91.00;0.91;100;1;100.00;6;0;24;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;0;135.00;135.00;1.00;99;1;101.00;6;0;25;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;105.00;105.00;1.00;99;1;101.00;6;0;25;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;10.00;10.00;1.00;101;1;101.00;6;0;25;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;85.00;85.00;1.00;101;1;101.00;6;0;25;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;100.00;100.00;1.00;101;1;101.00;6;0;25;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;100.00;100.00;0.00;101;1;101.00;6;0;25;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.00;99;1;101.00;6;0;25;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;100.00;100.00;0.00;101;1;101.00;6;0;25;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;120.00;120.00;0.00;99;1;101.00;6;0;25;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;110.00;110.00;0.00;99;1;101.00;6;0;25;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;101.00;101.00;0.00;100;1;101.00;6;0;25;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;121.00;121.00;1.00;95;1;105.00;6;0;26;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;107.00;107.00;1.00;95;1;105.00;6;0;26;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;0;120.00;120.00;1.00;95;1;105.00;6;0;26;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;100.00;100.00;1.00;105;1;105.00;6;0;26;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;106.00;106.00;1.00;95;1;105.00;6;0;26;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;100.00;100.00;0.00;105;1;105.00;6;0;26;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.00;95;1;105.00;6;0;26;mh2a1e2u;;;;;0
