participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.t,player.vote,player.bid,player.ask,player.lama,player.why_accept,player.other_accept,player.why_reject,player.other_reject,player.age,player.gender,player.major,player.political,player.gpa,player.payoff,group.id_in_subsession,group.price,group.q,group.policy,group.costo,group.uniforme,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,-1,0,89.00,89.00,0.91,,,,,,,,,,94,1,94.00,6,0,60,1,11,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,90.00,90.00,0.00,,,,,,,,,,99,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,0,100.00,100.00,0.09,,,,,,,,,,101,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,100.00,100.00,0.18,,,,,,,,,,101,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,0,120.00,120.00,0.27,,,,,,,,,,101,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,100.00,100.00,0.36,,,,,,,,,,101,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,189.99,189.99,0.45,,,,,,,,,,101,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,90.00,90.00,0.55,,,,,,,,,,99,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,94.00,94.00,0.64,,,,,,,,,,99,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,0,1,99.00,99.00,0.73,,,,,,,,,,100,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,98.00,98.00,0.82,,,,,,,,,,99,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,-1,0,98.00,98.00,0.91,,,,,,,,,,99,1,99.00,6,0,60,1,12,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,95.00,95.00,0.00,,,,,,,,,,99,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,0,0,99.00,99.00,0.09,,,,,,,,,,100,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,100.00,100.00,0.18,,,,,,,,,,101,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,0,120.00,120.00,0.27,,,,,,,,,,101,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,50.00,50.00,0.36,,,,,,,,,,99,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,-1,0,90.00,90.00,0.45,,,,,,,,,,99,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,0,102.00,102.00,0.55,,,,,,,,,,101,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,98.00,98.00,0.64,,,,,,,,,,99,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,70.00,70.00,0.73,,,,,,,,,,99,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,1,0,100.00,100.00,0.82,,,,,,,,,,101,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,1,110.00,110.00,0.91,,,,,,,,,,101,1,99.00,6,0,60,1,13,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,98.00,98.00,0.00,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,0,0,100.00,100.00,0.09,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,0,0,100.00,100.00,0.18,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,0,1,100.00,100.00,0.27,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,0,0,100.00,100.00,0.36,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,0,140.00,140.00,0.45,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,0,102.00,102.00,0.55,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,99.00,99.00,0.64,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.73,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,1,100.00,100.00,0.82,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,105.00,105.00,0.91,,,,,,,,,,100,1,100.00,8,0,60,1,14,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,0,0,100.00,100.00,0.00,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,0,122.00,122.00,0.09,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,102.00,102.00,0.18,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,0,110.00,110.00,0.27,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,60.00,60.00,0.36,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,130.00,130.00,0.45,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.55,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,100.00,100.00,0.64,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,99.00,99.00,0.73,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.82,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,105.00,105.00,0.91,,,,,,,,,,100,1,100.00,6,0,60,1,15,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,98.00,98.00,0.00,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,-1,0,99.00,99.00,0.09,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,102.00,102.00,0.18,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,0,110.00,110.00,0.27,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,50.00,50.00,0.36,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,137.00,137.00,0.45,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,0,0,100.00,100.00,0.55,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,100.00,100.00,0.64,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,0,1,100.00,100.00,0.73,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,100.00,100.00,0.82,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,0,103.00,103.00,0.91,,,,,,,,,,100,1,100.00,7,0,60,1,16,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.00,,,,,,,,,,102,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,0,200.00,200.00,0.09,,,,,,,,,,67,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,0,0,102.00,102.00,0.18,,,,,,,,,,98,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,1,108.00,108.00,0.27,,,,,,,,,,85,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,10.00,10.00,0.36,,,,,,,,,,138,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,125.00,125.00,0.45,,,,,,,,,,103,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,1,105.00,105.00,0.55,,,,,,,,,,113,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,-1,0,100.00,100.00,0.64,,,,,,,,,,166,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.73,,,,,,,,,,175,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,101.00,101.00,0.82,,,,,,,,,,184,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,1,102.00,102.00,0.91,,,,,,,,,,149,1,102.00,6,1,20,1,17,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,80.00,80.00,0.00,,,,,,,,,,100,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,0,0,100.00,100.00,0.09,,,,,,,,,,89,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,105.00,105.00,0.18,,,,,,,,,,78,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,0,110.00,110.00,0.27,,,,,,,,,,87,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,20.00,20.00,0.36,,,,,,,,,,136,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,130.00,130.00,0.45,,,,,,,,,,105,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,1,106.00,106.00,0.55,,,,,,,,,,115,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,100.00,100.00,0.64,,,,,,,,,,144,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,70.00,70.00,0.73,,,,,,,,,,173,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,1,100.00,100.00,0.82,,,,,,,,,,162,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,-1,0,80.00,80.00,0.91,,,,,,,,,,191,1,100.00,7,1,20,1,18,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,0,0,102.00,102.00,0.00,,,,,,,,,,80,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,-1,0,88.00,88.00,0.09,,,,,,,,,,111,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,105.00,105.00,0.18,,,,,,,,,,76,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,80.00,80.00,0.27,,,,,,,,,,129,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,40.00,40.00,0.36,,,,,,,,,,138,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,120.00,120.00,0.45,,,,,,,,,,103,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,1,1,105.00,105.00,0.55,,,,,,,,,,113,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,102.00,102.00,0.64,,,,,,,,,,144,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,1,109.00,109.00,0.73,,,,,,,,,,131,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,0,1,102.00,102.00,0.82,,,,,,,,,,162,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,-1,0,102.00,102.00,0.91,,,,,,,,,,193,1,102.00,7,1,20,1,19,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.00,,,,,,,,,,103,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,0,120.00,120.00,0.09,,,,,,,,,,66,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,0,0,103.00,103.00,0.18,,,,,,,,,,98,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,1,1,110.00,110.00,0.27,,,,,,,,,,84,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,-1,0,100.00,100.00,0.36,,,,,,,,,,139,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,111.00,111.00,0.45,,,,,,,,,,102,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.55,,,,,,,,,,158,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,1,1,110.00,110.00,0.64,,,,,,,,,,121,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,-1,0,90.00,90.00,0.73,,,,,,,,,,176,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,102.00,102.00,0.82,,,,,,,,,,185,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,1,104.00,104.00,0.91,,,,,,,,,,148,1,103.00,6,1,20,1,20,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.00,,,,,,,,,,103,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,1,0,125.00,125.00,0.09,,,,,,,,,,66,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,-1,0,103.00,103.00,0.18,,,,,,,,,,121,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,90.00,90.00,0.27,,,,,,,,,,130,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,1,110.00,110.00,0.36,,,,,,,,,,93,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,114.00,114.00,0.45,,,,,,,,,,102,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,100.00,100.00,0.55,,,,,,,,,,158,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,103.00,103.00,0.64,,,,,,,,,,144,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,1,108.00,108.00,0.73,,,,,,,,,,130,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,102.00,102.00,0.82,,,,,,,,,,185,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,1,106.00,106.00,0.91,,,,,,,,,,148,1,103.00,6,1,20,1,21,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.00,,,,,,,,,,103,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
2,8f4qdukq,,0,479,1000,voting,Survey,2022-09-09 22:26:35.069114+00:00,1,,,66,2,,-1,0,88.00,88.00,0.09,,,,,,,,,,112,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
3,lip6wecw,,0,479,1000,voting,Survey,2022-09-09 22:26:04.572530+00:00,1,,,98,3,,1,0,103.00,103.00,0.18,,,,,,,,,,75,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
4,nmglt214,,0,479,1000,voting,Survey,2022-09-09 22:26:05.344885+00:00,1,,,84,4,,-1,0,99.00,99.00,0.27,,,,,,,,,,130,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
5,7o35bquw,,0,479,1000,voting,Survey,2022-09-09 22:26:10.062216+00:00,1,,,139,5,,1,0,110.00,110.00,0.36,,,,,,,,,,93,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
6,5h9lcz0l,,0,479,1000,voting,Survey,2022-09-09 22:26:00.015623+00:00,1,,,102,6,,1,1,112.00,112.00,0.45,,,,,,,,,,102,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
7,u01fgzgs,,0,479,1000,voting,Survey,2022-09-09 22:26:02.661180+00:00,1,,,158,7,,-1,0,102.00,102.00,0.55,,,,,,,,,,158,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
8,x9op5bm3,,0,479,1000,voting,Survey,2022-09-09 22:26:09.894121+00:00,1,,,121,8,,0,1,103.00,103.00,0.64,,,,,,,,,,144,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
9,olpl4te6,,0,479,1000,voting,Survey,2022-09-09 22:26:30.824926+00:00,1,,,176,9,,1,1,109.00,109.00,0.73,,,,,,,,,,130,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
10,zdqm5mqn,,0,479,1000,voting,Survey,2022-09-09 22:26:06.112592+00:00,1,,,185,10,,-1,0,102.00,102.00,0.82,,,,,,,,,,185,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
11,5vaz41yo,,0,479,1000,voting,Survey,2022-09-09 22:26:13.653469+00:00,1,,,148,11,,1,1,106.00,106.00,0.91,,,,,,,,,,148,1,103.00,6,1,20,1,22,dgqok9ca,,,,,0
1,b3thk85v,,0,479,1000,voting,Survey,2022-09-09 22:26:05.968843+00:00,1,,,103,1,,-1,0,100.00,100.00,0.00,,,,,,,,,,102,1,102.00,6,1,20,1,23,dgqok9ca,,,,,0
